acct_id,is_college_pass,total_tickets,total_seats,unique_events,total_spent,avg_ticket_price,median_ticket_price,min_ticket_price,max_ticket_price,total_purchase_price,avg_purchase_price,fiscal_year,active_fy23,active_fy24,active_both_years,first_purchase_date,last_purchase_date,avg_days_before_event,median_days_before_event,min_days_before_event,max_days_before_event,ticket_type_distribution,ticket_type_distribution_fy23,ticket_type_distribution_fy24,source_distribution,age_first,gender_first,marital_status_first,education_first,zip_first,subscription_expected_events,subscription_actual_events,subscription_event_gap,subscription_utilization_pct,subscription_packages
331147,False,1,1,1,111.0,111.0,111.0,111.0,111.0,111.0,111.0,FY24,False,True,False,2024-04-18,2024-04-18,44.0,44.0,44.0,44.0,{'Single Ticket': 1},{},{'Single Ticket': 1},{'online': 1},72.0,Female,Single,College,30075,,,,,
331301,False,7,20,7,1502.0,214.57142857142856,134.0,122.0,688.0,493.0,70.42857142857143,"FY23, FY24",True,True,True,2022-10-04,2024-04-23,15.714285714285714,6.0,3.0,60.0,{'Single Ticket': 7},{'Single Ticket': 2},{'Single Ticket': 5},"{'online': 4, 'ASO Staff': 3}",68.0,Male,Single,,30540,,,,,
331367,False,2,4,2,160.0,80.0,80.0,70.0,90.0,80.0,40.0,"FY23, FY24",True,True,True,2022-12-02,2023-08-15,116.0,116.0,116.0,116.0,{'Single Ticket': 2},{'Single Ticket': 1},{'Single Ticket': 1},{'online': 2},66.0,Male,Single,College,30014-3524,,,,,
331378,False,2,4,2,216.0,108.0,108.0,102.0,114.0,108.0,54.0,"FY23, FY24",True,True,True,2022-09-29,2023-12-07,59.0,59.0,10.0,108.0,{'Single Ticket': 2},{'Single Ticket': 1},{'Single Ticket': 1},{'online': 2},68.0,Male,Single,College,30067-6710,,,,,
331664,False,6,12,6,596.0,99.33333333333331,100.0,96.0,100.0,298.0,49.666666666666664,FY23,True,False,False,2022-06-28,2023-03-17,157.66666666666666,129.5,8.0,354.0,"{'Fixed Freshman Subscription 6 Concert': 5, 'Single Ticket': 1}","{'Fixed Freshman Subscription 6 Concert': 5, 'Single Ticket': 1}",{},{'ASO Staff': 6},78.0,Male,Married,Graduate School,30080,6.0,5.0,1.0,0.8333333333333334,1.0
332115,False,1,1,1,72.0,72.0,72.0,72.0,72.0,72.0,72.0,FY23,True,False,False,2023-02-13,2023-02-13,38.0,38.0,38.0,38.0,{'Single Ticket': 1},{'Single Ticket': 1},{},{'online': 1},42.0,Female,Single,High School,30355-1728,,,,,
332126,False,13,26,13,2500.0,192.30769230769232,191.0,82.0,212.0,1250.0,96.15384615384616,"FY23, FY24",True,True,True,2022-04-12,2024-05-13,245.76923076923077,297.0,3.0,389.0,"{'Fixed Established Subscription 6 Concert': 12, 'Single Ticket': 1}",{'Fixed Established Subscription 6 Concert': 6},"{'Fixed Established Subscription 6 Concert': 6, 'Single Ticket': 1}","{'ASO Staff': 7, 'onlin': 5, 'online': 1}",74.0,Male,Married,Graduate School,30022-3231,12.0,12.0,0.0,1.0,1.0
332335,False,14,28,13,2776.0,198.28571428571428,200.0,152.0,212.0,1388.0,99.14285714285714,"FY23, FY24",True,True,True,2022-03-29,2024-03-19,253.78571428571428,289.5,23.0,403.0,"{'Fixed Established Subscription 6 Concert': 12, 'Single Ticket': 2}",{'Fixed Established Subscription 6 Concert': 6},"{'Fixed Established Subscription 6 Concert': 6, 'Single Ticket': 2}",{'ASO Staff': 14},32.0,Male,Single,High School,30327-4521,12.0,12.0,0.0,1.0,1.0
332577,False,27,27,24,2494.0,92.37037037037037,95.0,62.0,109.0,2494.0,92.37037037037037,"FY23, FY24",True,True,True,2022-04-18,2024-05-14,280.48148148148147,311.0,16.0,434.0,"{'Fixed Established Subscription 12 Concert': 24, 'Single Ticket': 2, 'Fixed Established Subscription 6 Concert': 1}","{'Fixed Established Subscription 12 Concert': 12, 'Single Ticket': 1}","{'Fixed Established Subscription 12 Concert': 12, 'Fixed Established Subscription 6 Concert': 1, 'Single Ticket': 1}","{'ASO Staff': 23, 'online': 4}",90.0,Female,Married,College,30319,30.0,24.0,6.0,0.6944444444444445,2.0
333204,False,23,24,23,1524.0,66.26086956521739,60.0,56.0,120.0,1464.0,63.65217391304348,"FY23, FY24",True,True,True,2022-03-31,2024-05-29,75.52173913043478,62.0,2.0,395.0,{'Fixed Established Subscription 6 Concert': 23},{'Fixed Established Subscription 6 Concert': 12},{'Fixed Established Subscription 6 Concert': 11},"{'online': 12, 'onlin': 11}",84.0,Male,Married,Graduate School,30309,12.0,23.0,-11.0,1.9166666666666665,1.0
333611,False,8,16,8,892.0,111.5,111.5,109.0,114.0,446.0,55.75,"FY23, FY24",True,True,True,2022-06-02,2024-04-18,221.25,250.0,5.0,409.0,{'Fixed Established Subscription Sunday': 8},{'Fixed Established Subscription Sunday': 4},{'Fixed Established Subscription Sunday': 4},"{'ASO Staff': 4, 'onlin': 3, 'online': 1}",68.0,Female,Single,College,30021-1047,8.0,8.0,0.0,1.0,1.0
333919,False,32,59,29,2780.0,86.875,88.0,44.0,134.0,1536.0,48.0,"FY23, FY24",True,True,True,2022-03-23,2024-03-12,247.125,262.5,2.0,442.0,"{'Fixed Established Subscription 12 Concert': 25, 'Single Ticket': 7}","{'Fixed Established Subscription 12 Concert': 12, 'Single Ticket': 2}","{'Fixed Established Subscription 12 Concert': 13, 'Single Ticket': 5}","{'ASO Staff': 21, 'onlin': 6, 'online': 5}",94.0,Male,Married,Graduate School,30309-1546,24.0,24.0,0.0,1.0,1.0
334029,False,17,58,17,3126.0,183.8823529411765,180.0,90.0,318.0,953.0,56.05882352941177,"FY23, FY24",True,True,True,2022-05-09,2024-02-19,180.41176470588235,161.0,45.0,401.0,"{'Fixed Established Subscription 6 Concert': 14, 'Single Ticket': 3}","{'Fixed Established Subscription 6 Concert': 7, 'Single Ticket': 1}","{'Fixed Established Subscription 6 Concert': 7, 'Single Ticket': 2}",{'ASO Staff': 17},88.0,Male,Married,Graduate School,30033,12.0,14.0,-2.0,1.1666666666666667,1.0
334161,False,11,22,11,1280.0,116.36363636363636,120.0,112.0,120.0,640.0,58.18181818181818,"FY23, FY24",True,True,True,2022-05-19,2024-05-15,146.0,139.0,1.0,350.0,{'Fixed Established Subscription 6 Concert': 11},{'Fixed Established Subscription 6 Concert': 5},{'Fixed Established Subscription 6 Concert': 6},{'ASO Staff': 11},72.0,Female,Married,High School,30319,12.0,11.0,1.0,0.9166666666666667,1.0
334282,False,5,10,5,428.0,85.6,64.0,64.0,172.0,214.0,42.8,"FY23, FY24",True,True,True,2022-10-10,2023-11-02,80.0,61.0,5.0,193.0,"{'Fixed Chorus Subscription 12 Concert': 4, 'Single Ticket': 1}",{'Fixed Chorus Subscription 12 Concert': 4},{'Single Ticket': 1},{'ASO Staff': 5},92.0,Male,Married,College,30305-3686,12.0,4.0,8.0,0.3333333333333333,1.0
334392,False,12,24,12,1104.0,92.0,92.0,90.0,94.0,552.0,46.0,"FY23, FY24",True,True,True,2022-05-23,2024-02-22,211.41666666666663,234.5,1.0,387.0,{'Fixed Established Subscription 6 Concert': 12},{'Fixed Established Subscription 6 Concert': 6},{'Fixed Established Subscription 6 Concert': 6},"{'ASO Staff': 9, 'onlin': 2, 'online': 1}",84.0,Male,Married,,30305,12.0,12.0,0.0,1.0,1.0
334755,False,8,18,8,1692.0,211.5,211.0,110.0,339.0,762.0,95.25,"FY23, FY24",True,True,True,2022-09-12,2024-05-29,107.75,86.5,15.0,276.0,"{'Single Ticket': 4, 'CYO Subscription': 4}","{'CYO Subscription': 4, 'Single Ticket': 1}",{'Single Ticket': 3},{'ASO Staff': 8},42.0,Male,Single,College,30327,,,,,
334887,False,1,1,1,64.0,64.0,64.0,64.0,64.0,64.0,64.0,FY23,True,False,False,2023-06-07,2023-06-07,8.0,8.0,8.0,8.0,{'Single Ticket': 1},{'Single Ticket': 1},{},{'online': 1},70.0,Male,Single,,30305-4907,,,,,
335415,False,12,24,9,834.0,69.5,69.5,68.0,71.0,417.0,34.75,"FY23, FY24",True,True,True,2022-04-07,2024-06-08,72.16666666666667,35.5,2.0,322.0,{'Fixed Established Subscription 6 Concert': 12},{'Fixed Established Subscription 6 Concert': 6},{'Fixed Established Subscription 6 Concert': 6},"{'online': 6, 'onlin': 6}",74.0,Male,Married,Graduate School,30327,12.0,9.0,3.0,0.75,1.0
335426,False,19,38,19,1074.0,56.526315789473685,42.0,42.0,318.0,537.0,28.26315789473684,"FY23, FY24",True,True,True,2022-04-08,2023-07-26,290.89473684210526,300.0,91.0,426.0,"{'Fixed Freshman Subscription 18 Concert': 18, 'Single Ticket': 1}",{'Fixed Freshman Subscription 18 Concert': 18},{'Single Ticket': 1},"{'ASO Staff': 18, 'online': 1}",74.0,Female,Single,College,30327,18.0,18.0,0.0,1.0,1.0
335481,False,13,25,12,1002.0,77.07692307692308,64.0,54.0,94.0,528.0,40.61538461538461,"FY23, FY24",True,True,True,2022-04-18,2024-02-26,282.3076923076923,291.0,54.0,418.0,"{'Fixed Lapsed Subscription 6 Concert': 6, 'Fixed Established Subscription 6 Concert': 6, 'Single Ticket': 1}",{'Fixed Lapsed Subscription 6 Concert': 6},"{'Fixed Established Subscription 6 Concert': 6, 'Single Ticket': 1}",{'ASO Staff': 13},78.0,Male,Married,Graduate School,30094-3626,12.0,12.0,0.0,1.0,2.0
335492,False,26,26,26,733.0,28.192307692307693,27.0,27.0,45.0,733.0,28.192307692307693,FY23,True,False,False,2022-04-25,2022-04-25,289.61538461538464,288.0,152.0,418.0,"{'Fixed Sophomore Subscription 24 Concert': 24, 'Single Ticket': 2}","{'Fixed Sophomore Subscription 24 Concert': 24, 'Single Ticket': 2}",{},{'ASO Staff': 26},46.0,Male,Single,Graduate School,31141-0462,24.0,24.0,0.0,1.0,1.0
335591,False,2,2,1,222.0,111.0,111.0,111.0,111.0,222.0,111.0,FY24,False,True,False,2024-04-15,2024-04-15,11.0,11.0,11.0,11.0,{'Single Ticket': 2},{},{'Single Ticket': 2},{'online': 2},72.0,Female,Married,College,30096,,,,,
335635,False,1,4,1,412.0,412.0,412.0,412.0,412.0,103.0,103.0,FY23,True,False,False,2022-08-09,2022-08-09,66.0,66.0,66.0,66.0,{'Single Ticket': 1},{'Single Ticket': 1},{},{'ASO Staff': 1},76.0,Male,Married,Graduate School,30327,,,,,
335690,False,1,2,1,82.0,82.0,82.0,82.0,82.0,41.0,41.0,FY23,True,False,False,2023-01-15,2023-01-15,11.0,11.0,11.0,11.0,{'Single Ticket': 1},{'Single Ticket': 1},{},{'online': 1},56.0,Female,Married,Graduate School,30306,,,,,
335998,False,14,14,14,1504.0,107.42857142857144,106.0,100.0,159.0,1504.0,107.42857142857144,"FY23, FY24",True,True,True,2022-04-29,2023-04-11,285.64285714285717,298.0,146.0,401.0,"{'Fixed Established Subscription 6 Concert': 12, 'Single Ticket': 2}",{'Fixed Established Subscription 6 Concert': 6},"{'Fixed Established Subscription 6 Concert': 6, 'Single Ticket': 2}",{'ASO Staff': 14},84.0,Female,Single,College,30327,12.0,12.0,0.0,1.0,1.0
336097,False,15,21,15,1801.0,120.06666666666666,69.0,49.0,436.0,1168.0,77.86666666666666,"FY23, FY24",True,True,True,2022-05-10,2024-05-08,119.26666666666668,62.0,0.0,380.0,"{'Fixed Established Subscription 6 Concert': 11, 'Single Ticket': 3, 'Fixed Established Subscription 12 Concert': 1}","{'Fixed Established Subscription 6 Concert': 6, 'Single Ticket': 1}","{'Fixed Established Subscription 6 Concert': 5, 'Single Ticket': 2, 'Fixed Established Subscription 12 Concert': 1}","{'ASO Staff': 6, 'online': 5, 'onlin': 4}",52.0,Male,Married,,30319-1120,24.0,12.0,12.0,0.638888888888889,2.0
336328,False,21,21,11,1529.0,72.80952380952381,47.0,45.0,106.0,1529.0,72.80952380952381,"FY23, FY24",True,True,True,2022-05-09,2023-04-04,293.3333333333333,291.0,152.0,424.0,{'Fixed Established Subscription 6 Concert': 21},{'Fixed Established Subscription 6 Concert': 12},{'Fixed Established Subscription 6 Concert': 9},{'ASO Staff': 21},64.0,Male,Married,Graduate School,30327,12.0,11.0,1.0,0.9166666666666667,1.0
336394,False,13,26,13,1964.0,151.07692307692307,122.0,107.0,200.0,982.0,75.53846153846153,"FY23, FY24",True,True,True,2022-04-19,2023-07-13,199.30769230769232,205.0,5.0,422.0,"{'Fixed Established Subscription 6 Concert': 6, 'Fixed Freshman Subscription 6 Concert': 6, 'Single Ticket': 1}","{'Fixed Established Subscription 6 Concert': 6, 'Single Ticket': 1}",{'Fixed Freshman Subscription 6 Concert': 6},"{'online': 7, 'ASO Staff': 6}",80.0,Male,Married,College,30041,12.0,12.0,0.0,1.0,2.0
336559,False,1,2,1,136.0,136.0,136.0,136.0,136.0,68.0,68.0,FY24,False,True,False,2023-12-04,2023-12-04,6.0,6.0,6.0,6.0,{'Single Ticket': 1},{},{'Single Ticket': 1},{'ASO Staff': 1},84.0,Male,Married,College,36109-2325,,,,,
336592,False,30,50,25,4810.0,160.33333333333334,190.0,95.0,250.0,2880.0,96.0,"FY23, FY24",True,True,True,2022-04-05,2024-04-16,257.56666666666666,296.0,7.0,456.0,"{'Fixed Established Subscription 12 Concert': 29, 'Single Ticket': 1}",{'Fixed Established Subscription 12 Concert': 17},"{'Fixed Established Subscription 12 Concert': 12, 'Single Ticket': 1}","{'ASO Staff': 16, 'onlin': 12, 'online': 2}",70.0,Male,Married,College,30345,24.0,24.0,0.0,1.0,1.0
336757,False,1,2,1,112.0,112.0,112.0,112.0,112.0,56.0,56.0,FY24,False,True,False,2023-10-13,2023-10-13,6.0,6.0,6.0,6.0,{'Single Ticket': 1},{},{'Single Ticket': 1},{'online': 1},68.0,Female,Single,Graduate School,30306,,,,,
336933,False,24,47,23,3411.5,142.14583333333334,132.0,62.0,197.0,1755.0,73.125,"FY23, FY24",True,True,True,2022-05-09,2023-12-05,262.4583333333333,277.5,81.0,414.0,"{'Fixed Established Subscription 12 Concert': 12, 'Fixed Upgrade Subscription 12 Concert': 11, 'Fixed Upgrade Subscription 6 Concert': 1}","{'Fixed Upgrade Subscription 12 Concert': 11, 'Fixed Upgrade Subscription 6 Concert': 1}",{'Fixed Established Subscription 12 Concert': 12},{'ASO Staff': 24},48.0,Male,Married,College,30339,30.0,23.0,7.0,0.6666666666666666,3.0
337219,False,11,22,11,1262.0,114.72727272727272,108.0,100.0,150.0,631.0,57.36363636363637,"FY23, FY24",True,True,True,2022-05-18,2023-11-17,223.0,231.0,9.0,357.0,"{'CYO Subscription': 8, 'Single Ticket': 3}","{'CYO Subscription': 3, 'Single Ticket': 2}","{'CYO Subscription': 5, 'Single Ticket': 1}",{'ASO Staff': 11},82.0,Male,Married,Graduate School,30319,,,,,
337945,False,30,65,29,6522.0,217.4,197.0,134.0,795.0,2938.0,97.93333333333334,"FY23, FY24",True,True,True,2022-04-28,2024-02-20,244.43333333333337,271.5,7.0,444.0,"{'Fixed Established Subscription 12 Concert': 24, 'Single Ticket': 6}","{'Fixed Established Subscription 12 Concert': 12, 'Single Ticket': 2}","{'Fixed Established Subscription 12 Concert': 12, 'Single Ticket': 4}","{'onlin': 16, 'ASO Staff': 11, 'online': 3}",,Male,Inferred Single,,30308,24.0,24.0,0.0,1.0,1.0
338187,False,10,10,10,301.75,30.175,29.375,20.0,42.0,301.75,30.175,"FY23, FY24",True,True,True,2022-10-05,2024-05-09,92.6,35.0,0.0,367.0,"{'Fixed Chorus Subscription 6 Concert': 4, 'Fixed Sophomore  Subscription Sunday': 3, 'Single Ticket': 2, 'Fixed Freshman Subscription Sunday': 1}","{'Fixed Sophomore  Subscription Sunday': 3, 'Fixed Freshman Subscription Sunday': 1, 'Single Ticket': 1}","{'Fixed Chorus Subscription 6 Concert': 4, 'Single Ticket': 1}","{'ASO Staff': 9, 'online': 1}",72.0,Male,Married,College,30305,14.0,8.0,6.0,0.5555555555555555,3.0
338561,False,15,32,15,1708.0,113.86666666666666,94.0,90.0,396.0,755.0,50.333333333333336,"FY23, FY24",True,True,True,2022-04-18,2023-03-30,291.1333333333333,301.0,157.0,413.0,"{'Fixed Established Subscription 6 Concert': 12, 'Single Ticket': 3}","{'Fixed Established Subscription 6 Concert': 6, 'Single Ticket': 1}","{'Fixed Established Subscription 6 Concert': 6, 'Single Ticket': 2}",{'ASO Staff': 15},80.0,Female,Single,High School,30030-1813,12.0,12.0,0.0,1.0,1.0
338836,False,12,24,12,714.0,59.5,59.5,48.0,71.0,357.0,29.75,"FY23, FY24",True,True,True,2022-04-26,2024-05-23,274.0833333333333,317.0,14.0,436.0,"{'Fixed Sophomore Subscription 6 Concert': 6, 'Fixed Established Subscription 6 Concert': 6}",{'Fixed Sophomore Subscription 6 Concert': 6},{'Fixed Established Subscription 6 Concert': 6},"{'online': 6, 'ASO Staff': 6}",78.0,Male,Married,Graduate School,30047-2668,12.0,12.0,0.0,1.0,2.0
339100,False,24,51,14,4477.0,186.54166666666663,200.0,33.0,424.0,2041.0,85.04166666666667,"FY23, FY24",True,True,True,2022-04-27,2024-04-19,141.33333333333334,123.0,7.0,388.0,"{'Fixed Established Subscription 6 Concert': 23, 'Single Ticket': 1}","{'Fixed Established Subscription 6 Concert': 14, 'Single Ticket': 1}",{'Fixed Established Subscription 6 Concert': 9},"{'online': 15, 'onlin': 8, 'ASO Staff': 1}",82.0,Male,Married,Graduate School,30327,12.0,13.0,-1.0,1.0833333333333335,1.0
339177,False,13,13,12,881.0,67.76923076923077,69.0,66.0,71.0,881.0,67.76923076923077,"FY23, FY24",True,True,True,2022-04-23,2023-05-02,257.2307692307692,289.0,19.0,394.0,"{'Fixed Established Subscription 6 Concert': 12, 'Single Ticket': 1}","{'Fixed Established Subscription 6 Concert': 6, 'Single Ticket': 1}",{'Fixed Established Subscription 6 Concert': 6},"{'ASO Staff': 8, 'online': 5}",,,,,30327-2734,12.0,12.0,0.0,1.0,1.0
339254,False,12,24,12,942.0,78.5,78.5,67.0,90.0,471.0,39.25,"FY23, FY24",True,True,True,2022-05-23,2024-04-02,228.16666666666663,218.5,39.0,401.0,"{'Fixed Established Subscription 6 Concert': 6, 'Fixed Chorus Subscription 6 Concert': 5, 'Fixed Sophomore Subscription 6 Concert': 1}",{'Fixed Established Subscription 6 Concert': 6},"{'Fixed Chorus Subscription 6 Concert': 5, 'Fixed Sophomore Subscription 6 Concert': 1}",{'ASO Staff': 12},82.0,Male,Single,College,30305-1180,18.0,12.0,6.0,0.6666666666666666,3.0
339507,False,42,53,32,5375.0,127.97619047619048,100.0,85.0,255.0,4300.0,102.38095238095238,"FY23, FY24",True,True,True,2022-03-22,2024-06-13,233.4047619047619,240.0,0.0,443.0,"{'Fixed Established Subscription 6 Concert': 17, 'Single Ticket': 10, 'Fixed Established Subscription 12 Concert': 8, 'CYO Subscription': 7}","{'Fixed Established Subscription 6 Concert': 17, 'Single Ticket': 5}","{'Fixed Established Subscription 12 Concert': 8, 'CYO Subscription': 7, 'Single Ticket': 5}",{'ASO Staff': 42},66.0,Male,Married,Graduate School,30319,18.0,19.0,-1.0,1.2916666666666667,2.0
340090,False,1,1,1,91.0,91.0,91.0,91.0,91.0,91.0,91.0,FY23,True,False,False,2022-10-05,2022-10-05,1.0,1.0,1.0,1.0,{'Single Ticket': 1},{'Single Ticket': 1},{},{'ASO Staff': 1},54.0,Male,Married,Graduate School,30327-1259,,,,,
340211,False,4,8,4,344.0,86.0,66.0,66.0,146.0,172.0,43.0,FY23,True,False,False,2022-11-29,2023-01-18,57.0,48.0,10.0,122.0,"{'Discounted CYO Subscription': 3, 'Single Ticket': 1}","{'Discounted CYO Subscription': 3, 'Single Ticket': 1}",{},{'ASO Staff': 4},,,,,30319,,,,,
340376,False,5,10,5,394.0,78.8,76.0,46.0,112.0,197.0,39.4,"FY23, FY24",True,True,True,2022-08-31,2024-01-16,33.6,8.0,0.0,148.0,{'Single Ticket': 5},{'Single Ticket': 3},{'Single Ticket': 2},{'online': 5},74.0,Female,Single,Graduate School,30345,,,,,
340519,False,14,28,14,1177.0,84.07142857142857,71.0,68.0,220.0,588.5,42.035714285714285,"FY23, FY24",True,True,True,2022-04-20,2024-02-27,246.92857142857144,278.0,44.0,381.0,"{'Fixed Established Subscription 6 Concert': 12, 'Single Ticket': 2}","{'Fixed Established Subscription 6 Concert': 6, 'Single Ticket': 1}","{'Fixed Established Subscription 6 Concert': 6, 'Single Ticket': 1}",{'ASO Staff': 14},68.0,Male,Married,Graduate School,30307-1186,12.0,12.0,0.0,1.0,1.0
340970,False,8,8,8,853.0,106.625,108.0,102.0,113.0,853.0,106.625,"FY23, FY24",True,True,True,2022-04-29,2024-04-02,223.375,212.5,23.0,407.0,{'CYO Subscription': 8},{'CYO Subscription': 4},{'CYO Subscription': 4},{'ASO Staff': 8},70.0,Male,Married,College,30307-1905,,,,,
341102,False,1,2,1,76.0,76.0,76.0,76.0,76.0,38.0,38.0,FY23,True,False,False,2023-04-01,2023-04-01,20.0,20.0,20.0,20.0,{'Single Ticket': 1},{'Single Ticket': 1},{},{'online': 1},,,,,30340-5129,,,,,
341520,False,33,63,25,4364.0,132.24242424242425,120.0,76.0,318.0,2317.0,70.21212121212122,"FY23, FY24",True,True,True,2022-03-21,2024-05-20,75.21212121212122,21.0,0.0,394.0,"{'Fixed Established Subscription 6 Concert': 18, 'Single Ticket': 14, 'CYO Subscription': 1}","{'Fixed Established Subscription 6 Concert': 7, 'Single Ticket': 7, 'CYO Subscription': 1}","{'Fixed Established Subscription 6 Concert': 11, 'Single Ticket': 7}","{'ASO Staff': 31, 'online': 2}",90.0,Female,Single,College,30305,12.0,18.0,-6.0,1.5,1.0
341729,False,14,28,14,1192.0,85.14285714285714,90.0,64.0,158.0,596.0,42.57142857142857,"FY23, FY24",True,True,True,2022-05-17,2024-04-13,202.92857142857144,222.5,2.0,382.0,"{'Fixed Lapsed Subscription 6 Concert': 6, 'Fixed Established Subscription 6 Concert': 6, 'Single Ticket': 2}",{'Fixed Lapsed Subscription 6 Concert': 6},"{'Fixed Established Subscription 6 Concert': 6, 'Single Ticket': 2}","{'onlin': 7, 'online': 6, 'ASO Staff': 1}",56.0,Male,Married,Graduate School,30092-1667,12.0,12.0,0.0,1.0,2.0
341806,False,6,12,6,300.0,50.0,50.0,50.0,50.0,150.0,25.0,FY24,False,True,False,2023-07-20,2023-07-24,232.16666666666663,240.5,112.0,329.0,{'Fixed Lapsed Subscription 6 Concert': 6},{},{'Fixed Lapsed Subscription 6 Concert': 6},"{'ASO Staff': 3, 'onlin': 3}",80.0,Female,Single,High School,30305,6.0,6.0,0.0,1.0,1.0
341839,False,14,26,13,2592.0,185.1428571428571,200.0,90.0,212.0,1455.0,103.92857142857144,"FY23, FY24",True,True,True,2022-04-06,2023-07-26,206.07142857142856,192.5,7.0,417.0,"{'Fixed Established Subscription 6 Concert': 12, 'Single Ticket': 2}",{'Fixed Established Subscription 6 Concert': 6},"{'Fixed Established Subscription 6 Concert': 6, 'Single Ticket': 2}","{'ASO Staff': 10, 'online': 2, 'onlin': 2}",74.0,Male,Married,Graduate School,30306,12.0,12.0,0.0,1.0,1.0
341872,False,13,13,13,478.0,36.76923076923077,35.5,34.0,61.0,478.0,36.76923076923077,"FY23, FY24",True,True,True,2022-05-10,2023-04-18,246.30769230769232,282.0,0.0,394.0,"{'Fixed Established Subscription 6 Concert': 12, 'Single Ticket': 1}","{'Fixed Established Subscription 6 Concert': 6, 'Single Ticket': 1}",{'Fixed Established Subscription 6 Concert': 6},"{'ASO Staff': 8, 'online': 5}",82.0,Male,Married,High School,30068,12.0,12.0,0.0,1.0,1.0
341905,False,14,27,13,2715.0,193.92857142857144,200.0,75.0,318.0,1395.0,99.64285714285714,"FY23, FY24",True,True,True,2022-04-14,2024-06-05,173.28571428571428,189.5,6.0,368.0,"{'Fixed Established Subscription 6 Concert': 11, 'Single Ticket': 3}",{'Fixed Established Subscription 6 Concert': 6},"{'Fixed Established Subscription 6 Concert': 5, 'Single Ticket': 3}","{'ASO Staff': 8, 'online': 6}",44.0,Male,Married,High School,30339,12.0,11.0,1.0,0.9166666666666667,1.0
342070,False,13,26,13,720.0,55.38461538461539,48.0,46.0,110.0,360.0,27.692307692307693,"FY23, FY24",True,True,True,2022-03-30,2024-01-30,260.84615384615387,279.0,66.0,402.0,"{'Fixed Established Subscription 6 Concert': 12, 'Single Ticket': 1}",{'Fixed Established Subscription 6 Concert': 6},"{'Fixed Established Subscription 6 Concert': 6, 'Single Ticket': 1}","{'onlin': 7, 'online': 6}",68.0,Male,Married,Graduate School,30338-4745,12.0,12.0,0.0,1.0,1.0
342400,False,2,8,2,612.0,306.0,306.0,256.0,356.0,153.0,76.5,"FY23, FY24",True,True,True,2022-11-22,2023-11-14,25.0,25.0,25.0,25.0,{'Single Ticket': 2},{'Single Ticket': 1},{'Single Ticket': 1},{'online': 2},62.0,Male,Single,Graduate School,30345-3734,,,,,
342433,False,8,8,8,200.0,25.0,22.0,22.0,34.0,200.0,25.0,FY23,True,False,False,2022-06-30,2022-06-30,225.0,243.0,86.0,345.0,{'CYO Subscription': 8},{'CYO Subscription': 8},{},{'ASO Staff': 8},60.0,Female,Married,High School,30350-2022,,,,,
342444,False,1,4,1,232.0,232.0,232.0,232.0,232.0,58.0,58.0,FY23,True,False,False,2023-04-21,2023-04-21,15.0,15.0,15.0,15.0,{'Single Ticket': 1},{'Single Ticket': 1},{},{'online': 1},76.0,Male,Married,High School,30605-3853,,,,,
342763,False,7,14,7,726.0,103.71428571428572,66.0,66.0,252.0,363.0,51.857142857142854,"FY23, FY24",True,True,True,2023-01-20,2024-02-24,73.14285714285714,71.0,4.0,148.0,"{'Discounted CYO Subscription': 5, 'Single Ticket': 2}","{'Discounted CYO Subscription': 5, 'Single Ticket': 1}",{'Single Ticket': 1},{'online': 7},62.0,Male,Married,Graduate School,30030-1008,,,,,
343203,False,1,1,1,68.0,68.0,68.0,68.0,68.0,68.0,68.0,FY24,False,True,False,2023-08-21,2023-08-21,213.0,213.0,213.0,213.0,{'Single Ticket': 1},{},{'Single Ticket': 1},{'online': 1},66.0,Male,Married,Graduate School,30030-1933,,,,,
343566,False,4,8,4,256.0,64.0,64.0,64.0,64.0,128.0,32.0,FY23,True,False,False,2022-05-17,2022-05-17,267.5,264.0,145.0,397.0,{'Fixed Lapsed Subscription 6 Concert': 4},{'Fixed Lapsed Subscription 6 Concert': 4},{},{'ASO Staff': 4},72.0,Female,Single,High School,30345-2223,6.0,4.0,2.0,0.6666666666666666,1.0
343632,False,12,24,12,1130.0,94.16666666666669,92.0,90.0,120.0,565.0,47.083333333333336,"FY23, FY24",True,True,True,2022-04-14,2024-05-23,191.58333333333337,162.5,15.0,429.0,{'Fixed Established Subscription 6 Concert': 12},{'Fixed Established Subscription 6 Concert': 6},{'Fixed Established Subscription 6 Concert': 6},"{'online': 6, 'onlin': 3, 'ASO Staff': 3}",68.0,Female,Married,Graduate School,30082,12.0,12.0,0.0,1.0,1.0
344116,False,6,12,6,504.0,84.0,84.0,84.0,84.0,252.0,42.0,FY24,False,True,False,2023-06-12,2024-02-07,202.33333333333337,253.5,16.0,355.0,{'Fixed Lapsed Subscription 6 Concert': 6},{},{'Fixed Lapsed Subscription 6 Concert': 6},{'ASO Staff': 6},44.0,Male,Single,College,30342,6.0,6.0,0.0,1.0,1.0
