acct_id,category,attrib_name,attrib_value
199763,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,60
199763,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
199763,LA Group B: Household Demographics,HH Marital Status,Married
200082,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,84
200082,LA Group H: Education Demographics,Input Ind - Education,Graduate School
200082,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
200082,LA Group B: Household Demographics,HH Marital Status,Married
200412,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
200412,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,74
200412,LA Group B: Household Demographics,HH Marital Status,Married
200731,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
200731,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,68
200731,LA Group H: Education Demographics,Input Ind - Education,Graduate School
200731,LA Group B: Household Demographics,HH Marital Status,Single
201930,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
201930,LA Group H: Education Demographics,Input Ind - Education,Graduate School
201930,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,76
201930,LA Group B: Household Demographics,HH Marital Status,Married
201985,LA Group B: Household Demographics,HH Marital Status,Married
201985,LA Group H: Education Demographics,Input Ind - Education,Graduate School
201985,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
201985,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,84
202051,LA Group B: Household Demographics,HH Marital Status,Married
202051,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
202051,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,84
202271,LA Group H: Education Demographics,Input Ind - Education,Graduate School
202271,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,76
202271,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
202271,LA Group B: Household Demographics,HH Marital Status,Married
202634,LA Group B: Household Demographics,HH Marital Status,Single
202634,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
202634,LA Group H: Education Demographics,Input Ind - Education,College
202634,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,72
202722,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,64
202722,LA Group B: Household Demographics,HH Marital Status,Single
202722,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
202722,LA Group H: Education Demographics,Input Ind - Education,Graduate School
202832,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
202832,LA Group B: Household Demographics,HH Marital Status,Married
202832,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,58
202832,LA Group H: Education Demographics,Input Ind - Education,Graduate School
202986,LA Group H: Education Demographics,Input Ind - Education,Graduate School
202986,LA Group B: Household Demographics,HH Marital Status,Married
202986,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
202986,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,74
203019,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
203019,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,82
203019,LA Group B: Household Demographics,HH Marital Status,Single
203019,LA Group H: Education Demographics,Input Ind - Education,High School
203173,LA Group B: Household Demographics,HH Marital Status,Single
203173,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,92
203173,LA Group H: Education Demographics,Input Ind - Education,Graduate School
203173,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
203239,LA Group B: Household Demographics,HH Marital Status,Married
203239,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
203239,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,74
203239,LA Group H: Education Demographics,Input Ind - Education,Graduate School
203426,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,64
203426,LA Group B: Household Demographics,HH Marital Status,Married
203426,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
203426,LA Group H: Education Demographics,Input Ind - Education,Graduate School
203459,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
203459,LA Group B: Household Demographics,HH Marital Status,Married
203459,LA Group H: Education Demographics,Input Ind - Education,Graduate School
203459,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,86
203514,LA Group B: Household Demographics,HH Marital Status,Married
203514,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
203514,LA Group H: Education Demographics,Input Ind - Education,College
203514,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,82
203558,LA Group H: Education Demographics,Input Ind - Education,Graduate School
203558,LA Group B: Household Demographics,HH Marital Status,Married
203558,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
203558,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,60
203844,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
203844,LA Group B: Household Demographics,HH Marital Status,Single
203844,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,78
203888,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
203888,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,44
203888,LA Group H: Education Demographics,Input Ind - Education,High School
203888,LA Group B: Household Demographics,HH Marital Status,Single
204020,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
204020,LA Group B: Household Demographics,HH Marital Status,Married
204020,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,80
204020,LA Group H: Education Demographics,Input Ind - Education,Graduate School
204427,LA Group H: Education Demographics,Input Ind - Education,College
204427,LA Group B: Household Demographics,HH Marital Status,Single
204427,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
204427,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,86
204922,LA Group H: Education Demographics,Input Ind - Education,High School
204922,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
204922,LA Group B: Household Demographics,HH Marital Status,Single
204922,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,98
205549,LA Group H: Education Demographics,Input Ind - Education,Graduate School
205549,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,78
205549,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
205549,LA Group B: Household Demographics,HH Marital Status,Married
205747,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
205747,LA Group H: Education Demographics,Input Ind - Education,Graduate School
205747,LA Group B: Household Demographics,HH Marital Status,Single
205747,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,68
206726,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,62
206726,LA Group B: Household Demographics,HH Marital Status,Married
206726,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
206726,LA Group H: Education Demographics,Input Ind - Education,Graduate School
207166,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,52
207166,LA Group B: Household Demographics,HH Marital Status,Married
207166,LA Group H: Education Demographics,Input Ind - Education,College
207166,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
207375,LA Group H: Education Demographics,Input Ind - Education,College
207375,LA Group B: Household Demographics,HH Marital Status,Married
207375,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
207375,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,76
207760,LA Group H: Education Demographics,Input Ind - Education,High School
207760,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,42
207760,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
207760,LA Group B: Household Demographics,HH Marital Status,Married
208112,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
208112,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,56
208112,LA Group H: Education Demographics,Input Ind - Education,High School
208112,LA Group B: Household Demographics,HH Marital Status,Single
208266,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
208266,LA Group B: Household Demographics,HH Marital Status,Married
208266,LA Group H: Education Demographics,Input Ind - Education,College
208266,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,60
208871,LA Group H: Education Demographics,Input Ind - Education,Graduate School
208871,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
208871,LA Group B: Household Demographics,HH Marital Status,Married
208871,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,68
208937,LA Group B: Household Demographics,HH Marital Status,Married
208937,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
208937,LA Group H: Education Demographics,Input Ind - Education,Graduate School
208937,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,74
209080,LA Group B: Household Demographics,HH Marital Status,Married
209080,LA Group H: Education Demographics,Input Ind - Education,Graduate School
209080,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,74
209080,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
209135,LA Group B: Household Demographics,HH Marital Status,Married
209135,LA Group H: Education Demographics,Input Ind - Education,High School
209135,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,76
209135,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
209212,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,84
209212,LA Group H: Education Demographics,Input Ind - Education,College
209212,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
209212,LA Group B: Household Demographics,HH Marital Status,Married
209212,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
209212,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,82
209212,LA Group H: Education Demographics,Input Ind - Education,College
209212,LA Group B: Household Demographics,HH Marital Status,Married
209520,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,82
209520,LA Group B: Household Demographics,HH Marital Status,Married
209520,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
209740,LA Group H: Education Demographics,Input Ind - Education,College
209740,LA Group B: Household Demographics,HH Marital Status,Single
209740,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
209740,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,82
210290,LA Group H: Education Demographics,Input Ind - Education,Graduate School
210290,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
210290,LA Group B: Household Demographics,HH Marital Status,Single
210290,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,56
210730,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,64
210730,LA Group H: Education Demographics,Input Ind - Education,Graduate School
210730,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
210730,LA Group B: Household Demographics,HH Marital Status,Single
210818,LA Group H: Education Demographics,Input Ind - Education,Graduate School
210818,LA Group B: Household Demographics,HH Marital Status,Married
210818,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
210818,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,90
211170,LA Group H: Education Demographics,Input Ind - Education,High School
211170,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
211170,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,40
211170,LA Group B: Household Demographics,HH Marital Status,Single
211214,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
211214,LA Group B: Household Demographics,HH Marital Status,Married
211214,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,66
211214,LA Group H: Education Demographics,Input Ind - Education,College
211346,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
211346,LA Group H: Education Demographics,Input Ind - Education,College
211346,LA Group B: Household Demographics,HH Marital Status,Married
211346,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,66
211423,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
211423,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,66
211423,LA Group H: Education Demographics,Input Ind - Education,College
211423,LA Group B: Household Demographics,HH Marital Status,Married
211962,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,99
211962,LA Group H: Education Demographics,Input Ind - Education,College
211962,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
211962,LA Group B: Household Demographics,HH Marital Status,Single
212941,LA Group H: Education Demographics,Input Ind - Education,High School
212941,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
212941,LA Group B: Household Demographics,HH Marital Status,Single
212941,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,82
213095,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,80
213095,LA Group B: Household Demographics,HH Marital Status,Married
213095,LA Group H: Education Demographics,Input Ind - Education,Graduate School
213095,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
213315,LA Group B: Household Demographics,HH Marital Status,Married
213315,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
213315,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,64
213436,LA Group H: Education Demographics,Input Ind - Education,Graduate School
213436,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
213436,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,68
213436,LA Group B: Household Demographics,HH Marital Status,Married
214261,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,72
214261,LA Group B: Household Demographics,HH Marital Status,Married
214261,LA Group H: Education Demographics,Input Ind - Education,Graduate School
214261,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
214910,LA Group H: Education Demographics,Input Ind - Education,Graduate School
214910,LA Group B: Household Demographics,HH Marital Status,Married
214910,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
214910,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,80
215295,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
215295,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,78
215295,LA Group B: Household Demographics,HH Marital Status,Single
215372,LA Group B: Household Demographics,HH Marital Status,Married
215372,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,86
215372,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
215482,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,76
215482,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
215482,LA Group B: Household Demographics,HH Marital Status,Married
215482,LA Group H: Education Demographics,Input Ind - Education,Graduate School
216120,LA Group B: Household Demographics,HH Marital Status,Married
216120,LA Group H: Education Demographics,Input Ind - Education,High School
216120,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
216120,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,84
216296,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
216296,LA Group B: Household Demographics,HH Marital Status,Married
216296,LA Group H: Education Demographics,Input Ind - Education,Graduate School
216296,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,82
216846,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,90
216846,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
216846,LA Group B: Household Demographics,HH Marital Status,Single
216846,LA Group H: Education Demographics,Input Ind - Education,College
216945,LA Group H: Education Demographics,Input Ind - Education,Graduate School
216945,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
216945,LA Group B: Household Demographics,HH Marital Status,Married
216945,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,72
217330,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,44
217330,LA Group H: Education Demographics,Input Ind - Education,High School
217330,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
217330,LA Group B: Household Demographics,HH Marital Status,Married
217671,LA Group B: Household Demographics,HH Marital Status,Married
217671,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,86
217671,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
217671,LA Group H: Education Demographics,Input Ind - Education,Graduate School
217715,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,94
217715,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
217715,LA Group B: Household Demographics,HH Marital Status,Single
217715,LA Group H: Education Demographics,Input Ind - Education,Graduate School
218232,LA Group H: Education Demographics,Input Ind - Education,Graduate School
218232,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
218232,LA Group B: Household Demographics,HH Marital Status,Married
218232,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,86
218265,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
218265,LA Group H: Education Demographics,Input Ind - Education,Graduate School
218265,LA Group B: Household Demographics,HH Marital Status,Married
218265,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,78
218694,LA Group H: Education Demographics,Input Ind - Education,College
218694,LA Group B: Household Demographics,HH Marital Status,Married
218694,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
218694,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,70
218782,LA Group H: Education Demographics,Input Ind - Education,High School
218782,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,42
218782,LA Group B: Household Demographics,HH Marital Status,Married
218782,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
219167,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,74
219167,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
219167,LA Group H: Education Demographics,Input Ind - Education,Graduate School
219167,LA Group B: Household Demographics,HH Marital Status,Married
219640,LA Group H: Education Demographics,Input Ind - Education,Graduate School
219640,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
219640,LA Group B: Household Demographics,HH Marital Status,Married
219640,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,68
219684,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
219684,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,80
219684,LA Group B: Household Demographics,HH Marital Status,Single
219684,LA Group H: Education Demographics,Input Ind - Education,Graduate School
220839,LA Group B: Household Demographics,HH Marital Status,Single
220839,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,74
220839,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
220839,LA Group H: Education Demographics,Input Ind - Education,College
220938,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,88
220938,LA Group B: Household Demographics,HH Marital Status,Single
220938,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
220938,LA Group H: Education Demographics,Input Ind - Education,High School
221037,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,54
221037,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
221037,LA Group H: Education Demographics,Input Ind - Education,College
221037,LA Group B: Household Demographics,HH Marital Status,Single
221818,LA Group H: Education Demographics,Input Ind - Education,Graduate School
221818,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
221818,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,60
221818,LA Group B: Household Demographics,HH Marital Status,Married
222005,LA Group H: Education Demographics,Input Ind - Education,College
222005,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
222005,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,80
222005,LA Group B: Household Demographics,HH Marital Status,Married
222445,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,80
222445,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
222445,LA Group B: Household Demographics,HH Marital Status,Single
223281,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,70
223281,LA Group B: Household Demographics,HH Marital Status,Single
223281,LA Group H: Education Demographics,Input Ind - Education,Graduate School
223281,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
223875,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
223875,LA Group B: Household Demographics,HH Marital Status,Single
223875,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,64
223875,LA Group H: Education Demographics,Input Ind - Education,College
224161,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
224161,LA Group H: Education Demographics,Input Ind - Education,College
224161,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,88
224161,LA Group B: Household Demographics,HH Marital Status,Married
224524,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,68
224524,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
224524,LA Group B: Household Demographics,HH Marital Status,Single
224524,LA Group H: Education Demographics,Input Ind - Education,Graduate School
224579,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
224579,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,76
224579,LA Group H: Education Demographics,Input Ind - Education,College
224579,LA Group B: Household Demographics,HH Marital Status,Married
224832,LA Group H: Education Demographics,Input Ind - Education,Graduate School
224832,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
224832,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,62
224832,LA Group B: Household Demographics,HH Marital Status,Married
225404,LA Group B: Household Demographics,HH Marital Status,Single
225404,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,90
225404,LA Group H: Education Demographics,Input Ind - Education,Graduate School
225404,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
225734,LA Group H: Education Demographics,Input Ind - Education,Graduate School
225734,LA Group B: Household Demographics,HH Marital Status,Married
225734,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
225734,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,86
225866,LA Group H: Education Demographics,Input Ind - Education,High School
225866,LA Group B: Household Demographics,HH Marital Status,Married
225866,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,78
225866,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
226075,LA Group H: Education Demographics,Input Ind - Education,High School
226075,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
226075,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,62
226075,LA Group B: Household Demographics,HH Marital Status,Single
226383,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
226383,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,78
226383,LA Group B: Household Demographics,HH Marital Status,Married
226460,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,68
226460,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
226460,LA Group H: Education Demographics,Input Ind - Education,Graduate School
226460,LA Group B: Household Demographics,HH Marital Status,Married
226614,LA Group B: Household Demographics,HH Marital Status,Married
226614,LA Group H: Education Demographics,Input Ind - Education,Graduate School
226614,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,76
226614,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
226713,LA Group B: Household Demographics,HH Marital Status,Married
226713,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
226713,LA Group H: Education Demographics,Input Ind - Education,College
226713,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,76
226779,LA Group B: Household Demographics,HH Marital Status,Married
226779,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,80
226779,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
226823,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
226823,LA Group B: Household Demographics,HH Marital Status,Married
226823,LA Group H: Education Demographics,Input Ind - Education,Graduate School
226823,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,66
227494,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
227494,LA Group B: Household Demographics,HH Marital Status,Single
227494,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,86
227494,LA Group H: Education Demographics,Input Ind - Education,High School
227692,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
227692,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,74
227692,LA Group H: Education Demographics,Input Ind - Education,Graduate School
227692,LA Group B: Household Demographics,HH Marital Status,Single
227912,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,72
227912,LA Group B: Household Demographics,HH Marital Status,Married
227912,LA Group H: Education Demographics,Input Ind - Education,Graduate School
227912,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
227967,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
227967,LA Group H: Education Demographics,Input Ind - Education,Graduate School
227967,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,88
227967,LA Group B: Household Demographics,HH Marital Status,Single
228198,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,88
228198,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
228198,LA Group B: Household Demographics,HH Marital Status,Married
228473,LA Group B: Household Demographics,HH Marital Status,Inferred Single
228473,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
228671,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
228671,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,82
228671,LA Group B: Household Demographics,HH Marital Status,Married
228671,LA Group H: Education Demographics,Input Ind - Education,Graduate School
229496,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,68
229496,LA Group B: Household Demographics,HH Marital Status,Married
229496,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
229859,LA Group B: Household Demographics,HH Marital Status,Married
229859,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
229859,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,86
230134,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,34
230134,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
230134,LA Group B: Household Demographics,HH Marital Status,Married
230134,LA Group H: Education Demographics,Input Ind - Education,High School
230189,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
230189,LA Group H: Education Demographics,Input Ind - Education,Graduate School
230189,LA Group B: Household Demographics,HH Marital Status,Married
230189,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,74
230244,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
230244,LA Group H: Education Demographics,Input Ind - Education,College
230244,LA Group B: Household Demographics,HH Marital Status,Single
230244,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,86
231124,LA Group B: Household Demographics,HH Marital Status,Single
231124,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
231124,LA Group H: Education Demographics,Input Ind - Education,College
231124,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,90
231366,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,76
231366,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
231366,LA Group B: Household Demographics,HH Marital Status,Married
231366,LA Group H: Education Demographics,Input Ind - Education,Graduate School
231432,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,76
231432,LA Group H: Education Demographics,Input Ind - Education,High School
231432,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
231432,LA Group B: Household Demographics,HH Marital Status,Married
232169,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,82
232169,LA Group B: Household Demographics,HH Marital Status,Married
232169,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
232169,LA Group H: Education Demographics,Input Ind - Education,Graduate School
232598,LA Group B: Household Demographics,HH Marital Status,Married
232598,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
232598,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,66
233082,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,82
233082,LA Group B: Household Demographics,HH Marital Status,Single
233082,LA Group H: Education Demographics,Input Ind - Education,College
233082,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
233115,LA Group B: Household Demographics,HH Marital Status,Married
233115,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,80
233115,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
233115,LA Group H: Education Demographics,Input Ind - Education,Graduate School
233247,LA Group B: Household Demographics,HH Marital Status,Married
233247,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,84
233247,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
